Span-GenomeRelease	Span-Chromosome	Span-BeginBp	Span-EndBp	Span-Strand	Span-Score	Span-Name	GeneI	AbsDistanceBp	DistanceBp	Overlaps	Gene-GenomeRelease	Gene-Chromosome	Gene-BeginBp	Gene-EndBp	Gene-Strand	Gene-Score	Gene-Name	Span-Pvalue	Span-FDR	Span-ContentTag
mm9	chr15	74559782	74559990		0	chr15-74559782	1	1430	-1430	no	mm9	chr15	74557073	74558456	-	1	NM_020519:Slurp1			
mm9	chr15	75684661	75684890		0	chr15-75684661	1	7993	-7993	no	mm9	chr15	75692768	75697834	+	1	NM_026960:Gsdmd			
mm9	chr15	75692131	75692328		0	chr15-75692131	1	539	-539	no	mm9	chr15	75692768	75697834	+	1	NM_026960:Gsdmd			
mm9	chr15	75759074	75759259		0	chr15-75759074	1	994	994	yes	mm9	chr15	75755112	75760160	-	1	NM_031201:Tsta3			
mm9	chr15	75807989	75808230		0	chr15-75807989	1	4606	4606	no	mm9	chr15	75810301	75812715	-	1	NM_001163518:2410075B13Rik			
mm9	chr15	75807989	75808230		0	chr15-75807989	2	4606	4606	no	mm9	chr15	75810301	75812715	-	1	NM_146059:2410075B13Rik			
mm9	chr15	75963997	75964150		0	chr15-75963997	1	7087	-7087	no	mm9	chr15	75949947	75956986	-	1	NM_001142968:BC024139			
mm9	chr15	76513553	76513743		0	chr15-76513553	1	11539	11539	yes	mm9	chr15	76502109	76525345	+	1	NM_033371:Ppp1r16a			
mm9	chr15	76513553	76513743		0	chr15-76513553	2	13345	-13345	no	mm9	chr15	76498736	76500303	-	1	NM_007989:Foxh1			
mm9	chr15	76513553	76513743		0	chr15-76513553	3	13545	-13545	no	mm9	chr15	76527193	76530105	+	1	NM_182805:Gpt			
mm9	chr15	76520465	76520710		0	chr15-76520465	1	6606	-6606	no	mm9	chr15	76527193	76530105	+	1	NM_182805:Gpt			
mm9	chr15	76520465	76520710		0	chr15-76520465	2	18478	18478	yes	mm9	chr15	76502109	76525345	+	1	NM_033371:Ppp1r16a			
mm9	chr15	76903310	76903523		0	chr15-76903310	1	22318	-22318	no	mm9	chr15	76845916	76881098	-	1	NM_013593:Mb			
mm9	chr15	76903310	76903523		0	chr15-76903310	2	27711	27711	no	mm9	chr15	76875705	76887538	+	1	NM_028010:Apol6			
mm9	chr15	76903310	76903523		0	chr15-76903310	3	27912	27912	no	mm9	chr15	76875504	76882781	+	1	NM_001163621:Apol6			
mm9	chr15	76935824	76936016		0	chr15-76935824	1	48322	48322	yes	mm9	chr15	76909419	76984242	-	1	NM_001110828:Rbfox2			
mm9	chr15	76935824	76936016		0	chr15-76935824	2	48322	48322	yes	mm9	chr15	76909419	76984242	-	1	NM_001110830:Rbfox2			
mm9	chr15	76935824	76936016		0	chr15-76935824	3	48322	48322	yes	mm9	chr15	76909419	76984242	-	1	NM_001110829:Rbfox2			
mm9	chr15	76935824	76936016		0	chr15-76935824	4	54822	-54822	no	mm9	chr15	76845916	76881098	-	1	NM_013593:Mb			
mm9	chr15	76935824	76936016		0	chr15-76935824	5	60215	60215	no	mm9	chr15	76875705	76887538	+	1	NM_028010:Apol6			
mm9	chr15	76935824	76936016		0	chr15-76935824	6	60416	60416	no	mm9	chr15	76875504	76882781	+	1	NM_001163621:Apol6			
mm9	chr15	76935824	76936016		0	chr15-76935824	7	201563	201563	yes	mm9	chr15	76909419	77137483	-	1	NM_001110827:Rbfox2			
mm9	chr15	76935824	76936016		0	chr15-76935824	8	201563	201563	yes	mm9	chr15	76909419	77137483	-	1	NM_175387:Rbfox2			
mm9	chr15	76935824	76936016		0	chr15-76935824	9	201563	201563	yes	mm9	chr15	76909419	77137483	-	1	NM_053104:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	1	67230	67230	yes	mm9	chr15	76909419	77137483	-	1	NM_001110827:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	2	67230	67230	yes	mm9	chr15	76909419	77137483	-	1	NM_175387:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	3	67230	67230	yes	mm9	chr15	76909419	77137483	-	1	NM_053104:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	4	86011	-86011	no	mm9	chr15	76909419	76984242	-	1	NM_001110828:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	5	86011	-86011	no	mm9	chr15	76909419	76984242	-	1	NM_001110830:Rbfox2			
mm9	chr15	77070145	77070362		0	chr15-77070145	6	86011	-86011	no	mm9	chr15	76909419	76984242	-	1	NM_001110829:Rbfox2			
mm9	chr15	77652551	77652786		0	chr15-77652551	1	19877	19877	yes	mm9	chr15	77591018	77672545	-	1	NM_022410:Myh9			
mm9	chr15	77738157	77738387		0	chr15-77738157	1	21152	21152	no	mm9	chr15	77745480	77759424	-	1	NM_019913:Txn2			
mm9	chr15	77741488	77741742		0	chr15-77741488	1	17809	17809	no	mm9	chr15	77745480	77759424	-	1	NM_019913:Txn2			
mm9	chr15	77749941	77750132		0	chr15-77749941	1	9388	9388	yes	mm9	chr15	77745480	77759424	-	1	NM_019913:Txn2			
mm9	chr15	78240064	78240223		0	chr15-78240064	1	2610	2610	yes	mm9	chr15	78237533	78244445	+	1	NM_138670:Mpst			
mm9	chr15	78240064	78240223		0	chr15-78240064	2	2913	2913	yes	mm9	chr15	78237230	78244445	+	1	NM_001162492:Mpst			
mm9	chr15	78240064	78240223		0	chr15-78240064	3	3002	3002	yes	mm9	chr15	78237141	78244445	+	1	NM_001162493:Mpst			
mm9	chr15	78240064	78240223		0	chr15-78240064	4	3854	-3854	no	mm9	chr15	78229985	78236289	-	1	NM_009437:Tst			
mm9	chr15	78363038	78363289		0	chr15-78363038	1	3082	-3082	no	mm9	chr15	78353775	78360081	-	1	NM_028331:C1qtnf6			
mm9	chr15	78363038	78363289		0	chr15-78363038	2	3082	-3082	no	mm9	chr15	78353775	78360081	-	1	NM_001204153:C1qtnf6			
mm9	chr15	78363038	78363289		0	chr15-78363038	3	3082	-3082	no	mm9	chr15	78353775	78360081	-	1	NM_001204152:C1qtnf6			
mm9	chr15	78411934	78412146		0	chr15-78411934	1	8827	-8827	no	mm9	chr15	78389598	78403213	-	1	NM_009008:Rac2			
mm9	chr15	78645849	78646036		0	chr15-78645849	1	12470	-12470	no	mm9	chr15	78605565	78633472	-	1	NM_130859:Card10			
mm9	chr15	79157385	79157571		0	chr15-79157385	1	1323	1323	yes	mm9	chr15	79116657	79158801	-	1	NM_001199025:Pla2g6			
mm9	chr15	79157385	79157571		0	chr15-79157385	2	1323	1323	yes	mm9	chr15	79116657	79158801	-	1	NM_001199024:Pla2g6			
mm9	chr15	79157385	79157571		0	chr15-79157385	3	1323	1323	yes	mm9	chr15	79116657	79158801	-	1	NM_001199023:Pla2g6			
mm9	chr15	79157385	79157571		0	chr15-79157385	4	1323	1323	yes	mm9	chr15	79116657	79158801	-	1	NM_016915:Pla2g6			
mm9	chr15	79199064	79199244		0	chr15-79199064	1	6576	6576	no	mm9	chr15	79205657	79205730	-	1	NR_035464:Mir1943			
mm9	chr15	79199064	79199244		0	chr15-79199064	2	34195	34195	yes	mm9	chr15	79191113	79233349	-	1	NM_001253817:Tmem184b			
mm9	chr15	79199064	79199244		0	chr15-79199064	3	34515	34515	yes	mm9	chr15	79191113	79233669	-	1	NM_001253820:Tmem184b			
mm9	chr15	79199064	79199244		0	chr15-79199064	4	34554	34554	yes	mm9	chr15	79191113	79233708	-	1	NM_001253819:Tmem184b			
mm9	chr15	79199064	79199244		0	chr15-79199064	5	34579	34579	yes	mm9	chr15	79191113	79233733	-	1	NM_172608:Tmem184b			
mm9	chr15	79513656	79513832		0	chr15-79513656	1	4558	4558	yes	mm9	chr15	79504679	79518302	-	1	NM_028792:Josd1			
mm9	chr15	80085307	80085494		0	chr15-80085307	1	213	-213	no	mm9	chr15	80085613	80087971	+	1	NM_009716:Atf4			
mm9	chr15	80088110	80088321		0	chr15-80088110	1	2602	2602	no	mm9	chr15	80085613	80087971	+	1	NM_009716:Atf4			
mm9	chr15	80820279	80820505		0	chr15-80820279	1	12198	12198	yes	mm9	chr15	80808194	80842720	+	1	NM_134091:Sgsm3			
mm9	chr15	80863528	80863708		0	chr15-80863528	1	55424	55424	no	mm9	chr15	80808194	80842720	+	1	NM_134091:Sgsm3			
mm9	chr15	80863528	80863708		0	chr15-80863528	2	71831	71831	yes	mm9	chr15	80842717	80935449	-	1	NM_153049:Mkl1			
mm9	chr15	80863528	80863708		0	chr15-80863528	3	157569	157569	yes	mm9	chr15	80842710	81021187	-	1	NM_001082536:Mkl1			
mm9	chr15	80985704	80985897		0	chr15-80985704	1	35387	35387	yes	mm9	chr15	80842710	81021187	-	1	NM_001082536:Mkl1			
mm9	chr15	80985704	80985897		0	chr15-80985704	2	35482	-35482	no	mm9	chr15	81021282	81023187	+	1	NR_015603:4930483J18Rik			
mm9	chr15	80985704	80985897		0	chr15-80985704	3	50351	-50351	no	mm9	chr15	80842717	80935449	-	1	NM_153049:Mkl1			
mm9	chr15	81043771	81043947		0	chr15-81043771	1	22069	-22069	no	mm9	chr15	81065928	81069394	+	1	NM_145132:Mchr1			
mm9	chr15	81043771	81043947		0	chr15-81043771	2	22577	22577	no	mm9	chr15	81021282	81023187	+	1	NR_015603:4930483J18Rik			
mm9	chr15	81043771	81043947		0	chr15-81043771	3	22672	-22672	no	mm9	chr15	80842710	81021187	-	1	NM_001082536:Mkl1			
mm9	chr15	81090778	81090981		0	chr15-81090778	1	24951	24951	no	mm9	chr15	81065928	81069394	+	1	NM_145132:Mchr1			
mm9	chr15	81187193	81187400		0	chr15-81187193	1	3899	3899	yes	mm9	chr15	81149350	81191195	-	1	NM_011399:Slc25a17			
mm9	chr15	81691254	81691435		0	chr15-81691254	1	2588	-2588	no	mm9	chr15	81678699	81688756	-	1	NM_020507:Tob2			
mm9	chr15	82624751	82624909		0	chr15-82624751	1	155	-155	no	mm9	chr15	82620536	82624675	-	1	NM_029562:Cyp2d26			
mm9	chr15	82883841	82884013		0	chr15-82883841	1	30359	-30359	no	mm9	chr15	82828225	82853568	-	1	NM_028728:Nfam1			
mm9	chr15	83282218	83282445		0	chr15-83282218	1	12705	12705	yes	mm9	chr15	83206036	83295036	-	1	NM_001159509:Pacsin2			
mm9	chr15	83282218	83282445		0	chr15-83282218	2	19051	-19051	no	mm9	chr15	83206036	83263280	-	1	NM_001159510:Pacsin2			
mm9	chr15	83282218	83282445		0	chr15-83282218	3	19051	-19051	no	mm9	chr15	83206036	83263280	-	1	NM_011862:Pacsin2			
mm9	chr15	84210899	84211099		0	chr15-84210899	1	54451	54451	no	mm9	chr15	84156548	84173408	+	1	NM_001162500:Parvg			
mm9	chr15	84210899	84211099		0	chr15-84210899	2	55850	55850	no	mm9	chr15	84155149	84173408	+	1	NM_022321:Parvg			
mm9	chr15	84210899	84211099		0	chr15-84210899	3	66528	66528	yes	mm9	chr15	84209632	84277527	-	1	NM_001163145:1810041L15Rik			
mm9	chr15	84688108	84688301		0	chr15-84688108	1	1645	-1645	no	mm9	chr15	84615805	84686559	-	1	NR_030731:Phf21b			
mm9	chr15	84688108	84688301		0	chr15-84688108	2	1645	-1645	no	mm9	chr15	84615805	84686559	-	1	NM_001081166:Phf21b			
mm9	chr15	85279701	85279906		0	chr15-85279701	1	53854	53854	no	mm9	chr15	85323165	85333657	-	1	NM_001256072:7530416G11Rik			
mm9	chr15	85279701	85279906		0	chr15-85279701	2	112993	112993	yes	mm9	chr15	85166810	85294266	+	1	NM_016843:Atxn10			
mm9	chr15	86019556	86019761		0	chr15-86019556	1	3087	-3087	no	mm9	chr15	85969530	86016571	-	1	NM_145475:Cerk			
mm9	chr15	86775049	86775240		0	chr15-86775049														
mm9	chr15	88681016	88681241		0	chr15-88681016	1	11495	-11495	no	mm9	chr15	88692623	88696156	+	1	NM_145478:Pim3			
mm9	chr15	88682236	88682497		0	chr15-88682236	1	10257	-10257	no	mm9	chr15	88692623	88696156	+	1	NM_145478:Pim3			
mm9	chr15	88739320	88739521		0	chr15-88739320	1	45428	45428	no	mm9	chr15	88744327	88784848	-	1	NM_172818:Ttll8			
mm9	chr15	88739320	88739521		0	chr15-88739320	2	46797	46797	no	mm9	chr15	88692623	88696156	+	1	NM_145478:Pim3			
mm9	chr15	89000578	89000747		0	chr15-89000578	1	3618	3618	yes	mm9	chr15	88985978	89004280	-	1	NM_001159521:Plxnb2			
mm9	chr15	89000578	89000747		0	chr15-89000578	2	10556	10556	yes	mm9	chr15	88985978	89011218	-	1	NM_138749:Plxnb2			
mm9	chr15	89008025	89008226		0	chr15-89008025	1	3093	3093	yes	mm9	chr15	88985978	89011218	-	1	NM_138749:Plxnb2			
mm9	chr15	89008025	89008226		0	chr15-89008025	2	3845	-3845	no	mm9	chr15	88985978	89004280	-	1	NM_001159521:Plxnb2			
mm9	chr15	91395730	91395943		0	chr15-91395730	1	7856	7856	yes	mm9	chr15	91098121	91403692	-	1	NM_001033633:Slc2a13			
mm9	chr15	91473537	91473781		0	chr15-91473537	1	29995	-29995	no	mm9	chr15	91503654	91646555	+	1	NM_025730:Lrrk2			
mm9	chr15	91619979	91620131		0	chr15-91619979	1	48701	-48701	no	mm9	chr15	91668756	91764986	+	1	NM_207243:Muc19			
mm9	chr15	91619979	91620131		0	chr15-91619979	2	48703	-48703	no	mm9	chr15	91668758	91691866	+	1	NM_198927:Smgc			
mm9	chr15	91619979	91620131		0	chr15-91619979	3	116401	116401	yes	mm9	chr15	91503654	91646555	+	1	NM_025730:Lrrk2			
mm9	chr15	94491196	94491418		0	chr15-94491196	1	31692	31692	yes	mm9	chr15	94459615	94926528	+	1	NM_178789:Tmem117			
mm9	chr15	95640921	95641139		0	chr15-95640921	1	19757	19757	yes	mm9	chr15	95621273	95805903	+	1	NM_001253813:Ano6			
mm9	chr15	95640921	95641139		0	chr15-95640921	2	19757	19757	yes	mm9	chr15	95621273	95805903	+	1	NM_175344:Ano6			
mm9	chr15	96100957	96101231		0	chr15-96100957	1	4612	4612	yes	mm9	chr15	96098994	96105706	-	1	NR_030690:E330033B04Rik			
mm9	chr15	96108835	96109054		0	chr15-96108835	1	3238	-3238	no	mm9	chr15	96098994	96105706	-	1	NR_030690:E330033B04Rik			
mm9	chr15	96527910	96528120		0	chr15-96527910	1	2114	2114	yes	mm9	chr15	96517822	96530129	-	1	NM_175121:Slc38a2			
mm9	chr15	97598341	97598519		0	chr15-97598341	1	333	-333	no	mm9	chr15	97575200	97598097	-	1	NM_001177811:Rapgef3			
mm9	chr15	97598341	97598519		0	chr15-97598341	2	333	-333	no	mm9	chr15	97575200	97598097	-	1	NM_001177810:Rapgef3			
mm9	chr15	97598341	97598519		0	chr15-97598341	3	333	-333	no	mm9	chr15	97575200	97598097	-	1	NM_144850:Rapgef3			
mm9	chr15	97662230	97662410		0	chr15-97662230	1	122	-122	no	mm9	chr15	97623094	97662198	-	1	NM_001204276:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	2	122	-122	no	mm9	chr15	97623094	97662198	-	1	NM_019572:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	3	122	-122	no	mm9	chr15	97623094	97662198	-	1	NM_001204277:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	4	12613	12613	yes	mm9	chr15	97623094	97674933	-	1	NM_001204278:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	5	12613	12613	yes	mm9	chr15	97623094	97674933	-	1	NM_001204280:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	6	12613	12613	yes	mm9	chr15	97623094	97674933	-	1	NM_001204275:Hdac7			
mm9	chr15	97662230	97662410		0	chr15-97662230	7	12613	12613	yes	mm9	chr15	97623094	97674933	-	1	NM_001204279:Hdac7			
mm9	chr15	97752314	97752473		0	chr15-97752314	1	13666	-13666	no	mm9	chr15	97684857	97738727	-	1	NM_009504:Vdr			
mm9	chr15	98321810	98321997		0	chr15-98321810	1	6001	-6001	no	mm9	chr15	98327904	98328837	+	1	NM_001001807:Olfr279			
mm9	chr15	98321810	98321997		0	chr15-98321810	2	8789	-8789	no	mm9	chr15	98310830	98313114	-	1	NM_010679:Lalba			
mm9	chr15	98447396	98447592		0	chr15-98447396	1	9430	-9430	no	mm9	chr15	98420420	98438064	-	1	NM_007405:Adcy6			
mm9	chr15	99543546	99543743		0	chr15-99543546	1	4379	-4379	no	mm9	chr15	99548023	99555438	+	1	NM_010271:Gpd1			
mm9	chr15	99543546	99543743		0	chr15-99543546	2	10927	10927	yes	mm9	chr15	99532717	99544426	+	1	NM_031842:Smarcd1			
mm9	chr15	99559359	99559547		0	chr15-99559359	1	3405	3405	no	mm9	chr15	99556048	99558567	+	1	NM_183256:2310016M24Rik			
mm9	chr15	99677123	99677282		0	chr15-99677123	1	26629	-26629	no	mm9	chr15	99608898	99650573	-	1	NM_023063:Lima1			
mm9	chr15	99677123	99677282		0	chr15-99677123	2	28685	28685	yes	mm9	chr15	99608898	99705887	-	1	NM_001113545:Lima1			
mm9	chr15	99696144	99696303		0	chr15-99696144	1	9664	9664	yes	mm9	chr15	99608898	99705887	-	1	NM_001113545:Lima1			
mm9	chr15	99721401	99721633		0	chr15-99721401	1	15630	-15630	no	mm9	chr15	99608898	99705887	-	1	NM_001113545:Lima1			
mm9	chr15	99742266	99742487		0	chr15-99742266	1	19713	19713	no	mm9	chr15	99748778	99762089	-	1	NM_028180:1700030F18Rik			
mm9	chr15	99747750	99747943		0	chr15-99747750	1	14243	14243	no	mm9	chr15	99748778	99762089	-	1	NM_028180:1700030F18Rik			
mm9	chr15	100241548	100241758		0	chr15-100241548	1	11833	11833	yes	mm9	chr15	100218330	100253486	-	1	NM_008732:Slc11a2			
mm9	chr15	100241548	100241758		0	chr15-100241548	2	11833	11833	yes	mm9	chr15	100223088	100253486	-	1	NM_001146161:Slc11a2			
mm9	chr15	100241548	100241758		0	chr15-100241548	3	11970	-11970	no	mm9	chr15	100253623	100258581	+	1	NR_040351:Gm5475			
mm9	chr15	100462843	100463016		0	chr15-100462843	1	4357	4357	yes	mm9	chr15	100451770	100467286	-	1	NM_174992:Smagp			
mm9	chr15	100462843	100463016		0	chr15-100462843	2	4367	4367	yes	mm9	chr15	100451770	100467296	-	1	NM_001033872:Smagp			
mm9	chr15	101151263	101151474		0	chr15-101151263	1	27726	27726	no	mm9	chr15	101123642	101127857	+	1	NR_033803:6030408B16Rik			
mm9	chr15	101151263	101151474		0	chr15-101151263	2	36637	36637	no	mm9	chr15	101114731	101121365	+	1	NM_026566:9430023L20Rik			
mm9	chr15	101196632	101196857		0	chr15-101196632	1	3038	-3038	no	mm9	chr15	101199782	101199865	+	1	NR_035462:Mir1941			
mm9	chr15	101196632	101196857		0	chr15-101196632	2	3812	3812	yes	mm9	chr15	101180001	101200556	-	1	NM_028770:Krt80			
mm9	chr15	101245347	101245513		0	chr15-101245347	1	2597	2597	yes	mm9	chr15	101242833	101258237	+	1	NM_033073:Krt7			
mm9	chr15	101256781	101257010		0	chr15-101256781	1	12340	12340	no	mm9	chr15	101261920	101269235	-	1	NM_001003668:Krt83			
mm9	chr15	101256781	101257010		0	chr15-101256781	2	14062	14062	yes	mm9	chr15	101242833	101258237	+	1	NM_033073:Krt7			
mm9	chr15	101258991	101259211		0	chr15-101258991	1	10134	10134	no	mm9	chr15	101261920	101269235	-	1	NM_001003668:Krt83			
mm9	chr15	101382970	101383152		0	chr15-101382970	1	1971	-1971	no	mm9	chr15	101371655	101381090	-	1	NM_053249:Krt82			
mm9	chr15	101382970	101383152		0	chr15-101382970	2	10320	10320	yes	mm9	chr15	101382786	101393381	-	1	NM_177717:4732456N10Rik			
mm9	chr15	101382970	101383152		0	chr15-101382970	3	138879	138879	yes	mm9	chr15	101346118	101521940	-	1	NM_016879:Krt85			
mm9	chr15	101824358	101824547		0	chr15-101824358	1	10321	10321	no	mm9	chr15	101827141	101834773	-	1	NM_031170:Krt8			
mm9	chr15	101824921	101825105		0	chr15-101824921	1	9760	9760	no	mm9	chr15	101827141	101834773	-	1	NM_031170:Krt8			
mm9	chr15	101826398	101826562		0	chr15-101826398	1	8293	8293	no	mm9	chr15	101827141	101834773	-	1	NM_031170:Krt8			
mm9	chr15	102001689	102001906		0	chr15-102001689	1	17677	17677	no	mm9	chr15	102007428	102019474	-	1	NM_144942:Csad			
mm9	chr15	102001689	102001906		0	chr15-102001689	2	20792	20792	no	mm9	chr15	101981005	101993867	+	1	NM_146064:Soat2			
mm9	chr15	102292230	102292420		0	chr15-102292230	1	2725	2725	yes	mm9	chr15	102289600	102293237	+	1	NM_001170911:Prr13			
mm9	chr15	102292230	102292420		0	chr15-102292230	2	2725	2725	yes	mm9	chr15	102289600	102293237	+	1	NM_025385:Prr13			
mm9	chr15	102333422	102333601		0	chr15-102333422	1	13924	13924	yes	mm9	chr15	102328077	102347435	-	1	NM_001163643:Map3k12			
mm9	chr15	102333422	102333601		0	chr15-102333422	2	13924	13924	yes	mm9	chr15	102328077	102347435	-	1	NM_009582:Map3k12			
mm9	chr15	102333422	102333601		0	chr15-102333422	3	15111	-15111	no	mm9	chr15	102348622	102354107	+	1	NM_009319:Tarbp2			
mm9	chr15	102333422	102333601		0	chr15-102333422	4	15111	-15111	no	mm9	chr15	102348622	102354107	+	1	NM_001253795:Tarbp2			
mm9	chr15	102402649	102402878		0	chr15-102402649	1	47390	-47390	no	mm9	chr15	102354269	102355373	-	1	NR_033409:Npff			
mm9	chr15	102402649	102402878		0	chr15-102402649	2	47711	-47711	no	mm9	chr15	102354269	102355052	-	1	NM_018787:Npff			
mm9	chr15	102402649	102402878		0	chr15-102402649	3	53089	53089	yes	mm9	chr15	102367074	102455852	-	1	NM_146065:Atf7			
mm9	chr15	102402649	102402878		0	chr15-102402649	4	54141	54141	no	mm9	chr15	102348622	102354107	+	1	NM_009319:Tarbp2			
mm9	chr15	102402649	102402878		0	chr15-102402649	5	54141	54141	no	mm9	chr15	102348622	102354107	+	1	NM_001253795:Tarbp2			
mm9	chr15	102402649	102402878		0	chr15-102402649	6	55328	-55328	no	mm9	chr15	102328077	102347435	-	1	NM_001163643:Map3k12			
mm9	chr15	102402649	102402878		0	chr15-102402649	7	55328	-55328	no	mm9	chr15	102328077	102347435	-	1	NM_009582:Map3k12			
mm9	chr15	102440767	102440926		0	chr15-102440767	1	15006	15006	yes	mm9	chr15	102367074	102455852	-	1	NM_146065:Atf7			
mm9	chr15	102487234	102487479		0	chr15-102487234	1	14122	14122	no	mm9	chr15	102493298	102501478	-	1	NM_026468:Atp5g2			
mm9	chr15	102487234	102487479		0	chr15-102487234	2	14941	14941	no	mm9	chr15	102502222	102502297	-	1	NR_030460:Mir688			
mm9	chr15	103261633	103261807		0	chr15-103261633	1	862	-862	no	mm9	chr15	103232889	103260858	-	1	NM_028797:Gtsf1			
mm9	chr15	103309633	103309865		0	chr15-103309633	1	23979	-23979	no	mm9	chr15	103333728	103360483	+	1	NM_008800:Pde1b			
mm9	chr15	103309633	103309865		0	chr15-103309633	2	25494	25494	yes	mm9	chr15	103284255	103329231	+	1	NM_153505:Nckap1l			
mm9	chr15	103309633	103309865		0	chr15-103309633	3	30859	-30859	no	mm9	chr15	103269390	103278890	-	1	NM_177631:BC048502			
mm9	chr15	103315283	103315523		0	chr15-103315283	1	18325	-18325	no	mm9	chr15	103333728	103360483	+	1	NM_008800:Pde1b			
mm9	chr15	103315283	103315523		0	chr15-103315283	2	31148	31148	yes	mm9	chr15	103284255	103329231	+	1	NM_153505:Nckap1l			
mm9	chr16	4296822	4296993		0	chr16-4296822	1	67679	67679	no	mm9	chr16	4229228	4231205	+	1	NR_003628:Gm5766			
mm9	chr16	4296822	4296993		0	chr16-4296822	2	67791	-67791	no	mm9	chr16	4219911	4229116	-	1	NR_040570:4930455F16Rik			
mm9	chr16	4296822	4296993		0	chr16-4296822	3	67791	-67791	no	mm9	chr16	4219911	4229116	-	1	NR_040571:4930455F16Rik			
mm9	chr16	4296822	4296993		0	chr16-4296822	4	68849	-68849	no	mm9	chr16	4219911	4228058	-	1	NR_040572:4930455F16Rik			
mm9	chr16	4296822	4296993		0	chr16-4296822	5	83503	-83503	no	mm9	chr16	4084047	4213404	-	1	NM_001025432:Crebbp			
mm9	chr16	4296822	4296993		0	chr16-4296822	6	122680	122680	yes	mm9	chr16	4287544	4419587	-	1	NM_009624:Adcy9			
mm9	chr16	4559753	4559947		0	chr16-4559753	1	130	-130	no	mm9	chr16	4544660	4559720	-	1	NM_031182:Tfap4			
mm9	chr16	4880404	4880705		0	chr16-4880404	1	703	-703	no	mm9	chr16	4874778	4879851	-	1	NM_145359:Fam100a			
mm9	chr16	4964269	4964444		0	chr16-4964269	1	26	-26	yes	mm9	chr16	4941419	4964330	-	1	NM_028301:Anks3			
mm9	chr16	8406980	8407144		0	chr16-8406980	1	18167	18167	no	mm9	chr16	8409368	8425229	-	1	NM_029070:Cldn26			
mm9	chr16	8566613	8566800		0	chr16-8566613	1	53185	53185	yes	mm9	chr16	8513521	8621660	+	1	NM_172961:Abat			
mm9	chr16	8566613	8566800		0	chr16-8566613	2	53185	53185	yes	mm9	chr16	8513521	8621660	+	1	NM_001170978:Abat			
mm9	chr16	8566613	8566800		0	chr16-8566613	3	71088	71088	no	mm9	chr16	8633823	8637794	-	1	NM_025708:Tmem186			
mm9	chr16	8566613	8566800		0	chr16-8566613	4	71093	-71093	no	mm9	chr16	8637799	8657617	+	1	NM_016881:Pmm2			
mm9	chr16	8571022	8571217		0	chr16-8571022	1	57598	57598	yes	mm9	chr16	8513521	8621660	+	1	NM_172961:Abat			
mm9	chr16	8571022	8571217		0	chr16-8571022	2	57598	57598	yes	mm9	chr16	8513521	8621660	+	1	NM_001170978:Abat			
mm9	chr16	8571022	8571217		0	chr16-8571022	3	66675	66675	no	mm9	chr16	8633823	8637794	-	1	NM_025708:Tmem186			
mm9	chr16	8571022	8571217		0	chr16-8571022	4	66680	-66680	no	mm9	chr16	8637799	8657617	+	1	NM_016881:Pmm2			
